pollster,numeric_grade,candidate_name,party,pct,sample_size,population,start_date,end_date,recent_poll
HarrisX/Harris Poll,1.5,Donald Trump,REP,49,3145,Voters,2024-10-11,2024-10-13,Recent
HarrisX/Harris Poll,1.5,Kamala Harris,DEM,49,3145,Voters,2024-10-11,2024-10-13,Recent
HarrisX/Harris Poll,1.5,Donald Trump,REP,48,3145,Voters,2024-10-11,2024-10-13,Recent
Morning Consult,1.9,Kamala Harris,DEM,50,8647,Voters,2024-10-11,2024-10-13,Recent
Morning Consult,1.9,Donald Trump,REP,46,8647,Voters,2024-10-11,2024-10-13,Recent
Ipsos,2.8,Kamala Harris,DEM,45,807,Voters,2024-10-11,2024-10-13,Recent
Ipsos,2.8,Donald Trump,REP,42,807,Voters,2024-10-11,2024-10-13,Recent
Ipsos,2.8,Kamala Harris,DEM,47,769,Voters,2024-10-11,2024-10-13,Recent
Ipsos,2.8,Donald Trump,REP,44,769,Voters,2024-10-11,2024-10-13,Recent
Ipsos,2.8,Kamala Harris,DEM,41,938,Adults,2024-10-11,2024-10-13,Recent
Ipsos,2.8,Donald Trump,REP,37,938,Adults,2024-10-11,2024-10-13,Recent
Morning Consult,1.9,Kamala Harris,DEM,50,8901,Voters,2024-10-10,2024-10-12,Recent
Morning Consult,1.9,Donald Trump,REP,46,8901,Voters,2024-10-10,2024-10-12,Recent
Morning Consult,1.9,Kamala Harris,DEM,50,8902,Voters,2024-10-09,2024-10-11,Recent
Morning Consult,1.9,Donald Trump,REP,46,8902,Voters,2024-10-09,2024-10-11,Recent
HarrisX,1.5,Kamala Harris,DEM,51,2010,Voters,2024-10-09,2024-10-11,Recent
HarrisX,1.5,Donald Trump,REP,49,2010,Voters,2024-10-09,2024-10-11,Recent
HarrisX,1.5,Kamala Harris,DEM,51,1692,Voters,2024-10-09,2024-10-11,Recent
HarrisX,1.5,Donald Trump,REP,49,1692,Voters,2024-10-09,2024-10-11,Recent
HarrisX,1.5,Kamala Harris,DEM,51,1622,Voters,2024-10-09,2024-10-11,Recent
HarrisX,1.5,Donald Trump,REP,49,1622,Voters,2024-10-09,2024-10-11,Recent
HarrisX,1.5,Kamala Harris,DEM,49,2010,Voters,2024-10-09,2024-10-11,Recent
HarrisX,1.5,Donald Trump,REP,46,2010,Voters,2024-10-09,2024-10-11,Recent
HarrisX,1.5,Kamala Harris,DEM,49,1692,Voters,2024-10-09,2024-10-11,Recent
HarrisX,1.5,Donald Trump,REP,48,1692,Voters,2024-10-09,2024-10-11,Recent
HarrisX,1.5,Kamala Harris,DEM,49,1622,Voters,2024-10-09,2024-10-11,Recent
HarrisX,1.5,Donald Trump,REP,49,1622,Voters,2024-10-09,2024-10-11,Recent
YouGov,3,Kamala Harris,DEM,51,2712,Voters,2024-10-08,2024-10-11,Recent
YouGov,3,Donald Trump,REP,48,2712,Voters,2024-10-08,2024-10-11,Recent
Morning Consult,1.9,Kamala Harris,DEM,50,9556,Voters,2024-10-08,2024-10-10,Recent
Morning Consult,1.9,Donald Trump,REP,46,9556,Voters,2024-10-08,2024-10-10,Recent
Marist,2.9,Kamala Harris,DEM,52,1401,Voters,2024-10-08,2024-10-10,Recent
Marist,2.9,Donald Trump,REP,47,1401,Voters,2024-10-08,2024-10-10,Recent
Marist,2.9,Kamala Harris,DEM,51,1708,Voters,2024-10-08,2024-10-10,Recent
Marist,2.9,Donald Trump,REP,48,1708,Voters,2024-10-08,2024-10-10,Recent
RMG Research,2.3,Kamala Harris,DEM,50,2945,Voters,2024-10-07,2024-10-10,Recent
RMG Research,2.3,Donald Trump,REP,47,2945,Voters,2024-10-07,2024-10-10,Recent
Marquette Law School,3,Kamala Harris,DEM,50,780,Voters,2024-10-01,2024-10-10,Recent
Marquette Law School,3,Donald Trump,REP,50,780,Voters,2024-10-01,2024-10-10,Recent
Marquette Law School,3,Kamala Harris,DEM,43,780,Voters,2024-10-01,2024-10-10,Recent
Marquette Law School,3,Donald Trump,REP,39,780,Voters,2024-10-01,2024-10-10,Recent
Marquette Law School,3,Kamala Harris,DEM,50,652,Voters,2024-10-01,2024-10-10,Recent
Marquette Law School,3,Donald Trump,REP,50,652,Voters,2024-10-01,2024-10-10,Recent
Marquette Law School,3,Kamala Harris,DEM,44,652,Voters,2024-10-01,2024-10-10,Recent
Marquette Law School,3,Donald Trump,REP,41,652,Voters,2024-10-01,2024-10-10,Recent
Morning Consult,1.9,Kamala Harris,DEM,50,10188,Voters,2024-10-07,2024-10-09,Recent
Morning Consult,1.9,Donald Trump,REP,46,10188,Voters,2024-10-07,2024-10-09,Recent
Change Research,1.4,Kamala Harris,DEM,46,3275,Voters,2024-10-03,2024-10-09,Recent
Change Research,1.4,Donald Trump,REP,46,3275,Voters,2024-10-03,2024-10-09,Recent
co/efficient,1.1,Kamala Harris,DEM,49,2180,Voters,2024-10-06,2024-10-08,Recent
co/efficient,1.1,Donald Trump,REP,47,2180,Voters,2024-10-06,2024-10-08,Recent
Morning Consult,1.9,Kamala Harris,DEM,50,10812,Voters,2024-10-06,2024-10-08,Recent
Morning Consult,1.9,Donald Trump,REP,46,10812,Voters,2024-10-06,2024-10-08,Recent
Hart/POS,2.6,Kamala Harris,DEM,46,1000,Voters,2024-10-04,2024-10-08,Recent
Hart/POS,2.6,Donald Trump,REP,47,1000,Voters,2024-10-04,2024-10-08,Recent
Hart/POS,2.6,Kamala Harris,DEM,48,1000,Voters,2024-10-04,2024-10-08,Recent
Hart/POS,2.6,Donald Trump,REP,48,1000,Voters,2024-10-04,2024-10-08,Recent
Ipsos,2.8,Kamala Harris,DEM,49,2631,Adults,2024-10-04,2024-10-08,Recent
Ipsos,2.8,Donald Trump,REP,48,2631,Adults,2024-10-04,2024-10-08,Recent
Ipsos,2.8,Kamala Harris,DEM,49,2226,Voters,2024-10-04,2024-10-08,Recent
Ipsos,2.8,Donald Trump,REP,47,2226,Voters,2024-10-04,2024-10-08,Recent
Ipsos,2.8,Kamala Harris,DEM,50,1714,Voters,2024-10-04,2024-10-08,Recent
Ipsos,2.8,Donald Trump,REP,48,1714,Voters,2024-10-04,2024-10-08,Recent
Ipsos,2.8,Kamala Harris,DEM,50,2631,Adults,2024-10-04,2024-10-08,Recent
Ipsos,2.8,Donald Trump,REP,49,2631,Adults,2024-10-04,2024-10-08,Recent
Ipsos,2.8,Kamala Harris,DEM,50,2226,Voters,2024-10-04,2024-10-08,Recent
Ipsos,2.8,Donald Trump,REP,49,2226,Voters,2024-10-04,2024-10-08,Recent
Ipsos,2.8,Kamala Harris,DEM,51,1714,Voters,2024-10-04,2024-10-08,Recent
Ipsos,2.8,Donald Trump,REP,48,1714,Voters,2024-10-04,2024-10-08,Recent
YouGov,3,Kamala Harris,DEM,47,1414,Voters,2024-10-06,2024-10-07,Recent
YouGov,3,Donald Trump,REP,44,1414,Voters,2024-10-06,2024-10-07,Recent
YouGov,3,Kamala Harris,DEM,49,1230,Voters,2024-10-06,2024-10-07,Recent
YouGov,3,Donald Trump,REP,45,1230,Voters,2024-10-06,2024-10-07,Recent
Morning Consult,1.9,Kamala Harris,DEM,51,11739,Voters,2024-10-05,2024-10-07,Recent
Morning Consult,1.9,Donald Trump,REP,45,11739,Voters,2024-10-05,2024-10-07,Recent
Ipsos,2.8,Kamala Harris,DEM,42,1272,Adults,2024-10-04,2024-10-07,Recent
Ipsos,2.8,Donald Trump,REP,38,1272,Adults,2024-10-04,2024-10-07,Recent
Ipsos,2.8,Kamala Harris,DEM,46,1076,Voters,2024-10-04,2024-10-07,Recent
Ipsos,2.8,Donald Trump,REP,43,1076,Voters,2024-10-04,2024-10-07,Recent
Ipsos,2.8,Kamala Harris,DEM,47,1076,Voters,2024-10-04,2024-10-07,Recent
Ipsos,2.8,Donald Trump,REP,45,1076,Voters,2024-10-04,2024-10-07,Recent
Ipsos,2.8,Kamala Harris,DEM,48,1272,Adults,2024-10-04,2024-10-07,Recent
Ipsos,2.8,Donald Trump,REP,47,1272,Adults,2024-10-04,2024-10-07,Recent
Ipsos,2.8,Kamala Harris,DEM,50,1076,Voters,2024-10-04,2024-10-07,Recent
Ipsos,2.8,Donald Trump,REP,48,1076,Voters,2024-10-04,2024-10-07,Recent
Ipsos,2.8,Kamala Harris,DEM,51,1076,Voters,2024-10-04,2024-10-07,Recent
Ipsos,2.8,Donald Trump,REP,49,1076,Voters,2024-10-04,2024-10-07,Recent
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,47.72,1918,Voters,2024-10-06,2024-10-06,Recent
Redfield & Wilton Strategies,1.8,Donald Trump,REP,45.99,1918,Voters,2024-10-06,2024-10-06,Recent
Research Co.,2.4,Kamala Harris,DEM,49,1001,Voters,2024-10-04,2024-10-06,Recent
Research Co.,2.4,Donald Trump,REP,45,1001,Voters,2024-10-04,2024-10-06,Recent
Morning Consult,1.9,Kamala Harris,DEM,51,11353,Voters,2024-10-04,2024-10-06,Recent
Morning Consult,1.9,Donald Trump,REP,46,11353,Voters,2024-10-04,2024-10-06,Recent
Pew,2.5,Kamala Harris,DEM,48,4025,Voters,2024-09-30,2024-10-06,Recent
Pew,2.5,Donald Trump,REP,47,4025,Voters,2024-09-30,2024-10-06,Recent
Pew,2.5,Kamala Harris,DEM,50,4025,Voters,2024-09-30,2024-10-06,Recent
Pew,2.5,Donald Trump,REP,49,4025,Voters,2024-09-30,2024-10-06,Recent
Siena/NYT,3,Kamala Harris,DEM,49,3385,Voters,2024-09-29,2024-10-06,Recent
Siena/NYT,3,Donald Trump,REP,46,3385,Voters,2024-09-29,2024-10-06,Recent
Siena/NYT,3,Kamala Harris,DEM,47,3385,Voters,2024-09-29,2024-10-06,Recent
Siena/NYT,3,Donald Trump,REP,44,3385,Voters,2024-09-29,2024-10-06,Recent
Morning Consult,1.9,Kamala Harris,DEM,51,10844,Voters,2024-10-03,2024-10-05,Recent
Morning Consult,1.9,Donald Trump,REP,45,10844,Voters,2024-10-03,2024-10-05,Recent
TIPP,1.8,Kamala Harris,DEM,49,997,Voters,2024-10-02,2024-10-04,Older
TIPP,1.8,Donald Trump,REP,46,997,Voters,2024-10-02,2024-10-04,Older
TIPP,1.8,Kamala Harris,DEM,48,997,Voters,2024-10-02,2024-10-04,Older
TIPP,1.8,Donald Trump,REP,45,997,Voters,2024-10-02,2024-10-04,Older
YouGov,3,Kamala Harris,DEM,46,1150,Voters,2024-10-02,2024-10-04,Older
YouGov,3,Donald Trump,REP,45,1150,Voters,2024-10-02,2024-10-04,Older
YouGov,3,Kamala Harris,DEM,48,1032,Voters,2024-10-02,2024-10-04,Older
YouGov,3,Donald Trump,REP,46,1032,Voters,2024-10-02,2024-10-04,Older
YouGov,3,Kamala Harris,DEM,48,1151,Voters,2024-10-02,2024-10-04,Older
YouGov,3,Donald Trump,REP,46,1151,Voters,2024-10-02,2024-10-04,Older
YouGov,3,Kamala Harris,DEM,49,1033,Voters,2024-10-02,2024-10-04,Older
YouGov,3,Donald Trump,REP,46,1033,Voters,2024-10-02,2024-10-04,Older
Big Village,1.2,Kamala Harris,DEM,44.5,1013,Adults,2024-10-02,2024-10-04,Older
Big Village,1.2,Donald Trump,REP,41.5,1013,Adults,2024-10-02,2024-10-04,Older
Big Village,1.2,Kamala Harris,DEM,48.7,841,Voters,2024-10-02,2024-10-04,Older
Big Village,1.2,Donald Trump,REP,44.6,841,Voters,2024-10-02,2024-10-04,Older
Big Village,1.2,Kamala Harris,DEM,49.9,755,Voters,2024-10-02,2024-10-04,Older
Big Village,1.2,Donald Trump,REP,46.4,755,Voters,2024-10-02,2024-10-04,Older
Morning Consult,1.9,Kamala Harris,DEM,51,10454,Voters,2024-10-02,2024-10-04,Older
Morning Consult,1.9,Donald Trump,REP,45,10454,Voters,2024-10-02,2024-10-04,Older
Noble Predictive Insights,2.4,Kamala Harris,DEM,49,2290,Voters,2024-10-02,2024-10-04,Older
Noble Predictive Insights,2.4,Donald Trump,REP,46,2290,Voters,2024-10-02,2024-10-04,Older
Noble Predictive Insights,2.4,Kamala Harris,DEM,49,2290,Voters,2024-10-02,2024-10-04,Older
Noble Predictive Insights,2.4,Donald Trump,REP,47,2290,Voters,2024-10-02,2024-10-04,Older
Noble Predictive Insights,2.4,Kamala Harris,DEM,47,2560,Voters,2024-10-02,2024-10-04,Older
Noble Predictive Insights,2.4,Donald Trump,REP,46,2560,Voters,2024-10-02,2024-10-04,Older
Noble Predictive Insights,2.4,Kamala Harris,DEM,47,2560,Voters,2024-10-02,2024-10-04,Older
Noble Predictive Insights,2.4,Donald Trump,REP,45,2560,Voters,2024-10-02,2024-10-04,Older
Data for Progress,2.6,Kamala Harris,DEM,49,1211,Voters,2024-10-02,2024-10-03,Older
Data for Progress,2.6,Donald Trump,REP,46,1211,Voters,2024-10-02,2024-10-03,Older
Cygnal,2.1,Kamala Harris,DEM,47.2,1500,Voters,2024-10-02,2024-10-03,Older
Cygnal,2.1,Donald Trump,REP,44.5,1500,Voters,2024-10-02,2024-10-03,Older
Cygnal,2.1,Kamala Harris,DEM,50.3,1500,Voters,2024-10-02,2024-10-03,Older
Cygnal,2.1,Donald Trump,REP,47,1500,Voters,2024-10-02,2024-10-03,Older
Morning Consult,1.9,Kamala Harris,DEM,50,10775,Voters,2024-10-01,2024-10-03,Older
Morning Consult,1.9,Donald Trump,REP,45,10775,Voters,2024-10-01,2024-10-03,Older
RMG Research,2.3,Kamala Harris,DEM,49,2965,Voters,2024-09-30,2024-10-03,Older
RMG Research,2.3,Donald Trump,REP,49,2965,Voters,2024-09-30,2024-10-03,Older
Morning Consult,1.9,Kamala Harris,DEM,50,11085,Voters,2024-09-30,2024-10-02,Older
Morning Consult,1.9,Donald Trump,REP,45,11085,Voters,2024-09-30,2024-10-02,Older
YouGov,3,Kamala Harris,DEM,48,1463,Voters,2024-09-29,2024-10-01,Older
YouGov,3,Donald Trump,REP,45,1463,Voters,2024-09-29,2024-10-01,Older
YouGov,3,Kamala Harris,DEM,49,1261,Voters,2024-09-29,2024-10-01,Older
YouGov,3,Donald Trump,REP,46,1261,Voters,2024-09-29,2024-10-01,Older
Emerson,2.9,Kamala Harris,DEM,50.2,1000,Voters,2024-09-29,2024-10-01,Older
Emerson,2.9,Donald Trump,REP,48.6,1000,Voters,2024-09-29,2024-10-01,Older
Morning Consult,1.9,Kamala Harris,DEM,50,11274,Voters,2024-09-29,2024-10-01,Older
Morning Consult,1.9,Donald Trump,REP,46,11274,Voters,2024-09-29,2024-10-01,Older
Marist,2.9,Kamala Harris,DEM,50,1294,Voters,2024-09-27,2024-10-01,Older
Marist,2.9,Donald Trump,REP,48,1294,Voters,2024-09-27,2024-10-01,Older
Marist,2.9,Kamala Harris,DEM,50,1514,Voters,2024-09-27,2024-10-01,Older
Marist,2.9,Donald Trump,REP,47,1514,Voters,2024-09-27,2024-10-01,Older
Susquehanna,2.3,Kamala Harris,DEM,49,1001,Voters,2024-09-23,2024-10-01,Older
Susquehanna,2.3,Donald Trump,REP,44,1001,Voters,2024-09-23,2024-10-01,Older
Morning Consult,1.9,Kamala Harris,DEM,50,11568,Voters,2024-09-28,2024-09-30,Older
Morning Consult,1.9,Donald Trump,REP,46,11568,Voters,2024-09-28,2024-09-30,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,48,1616,Voters,2024-09-28,2024-09-29,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,46,1616,Voters,2024-09-28,2024-09-29,Older
Morning Consult,1.9,Kamala Harris,DEM,51,11381,Voters,2024-09-27,2024-09-29,Older
Morning Consult,1.9,Donald Trump,REP,46,11381,Voters,2024-09-27,2024-09-29,Older
Leger,2,Kamala Harris,DEM,51,837,Voters,2024-09-27,2024-09-29,Older
Leger,2,Donald Trump,REP,47,837,Voters,2024-09-27,2024-09-29,Older
Leger,2,Kamala Harris,DEM,50,888,Voters,2024-09-27,2024-09-29,Older
Leger,2,Donald Trump,REP,48,888,Voters,2024-09-27,2024-09-29,Older
Morning Consult,1.9,Kamala Harris,DEM,50,11289,Voters,2024-09-26,2024-09-28,Older
Morning Consult,1.9,Donald Trump,REP,45,11289,Voters,2024-09-26,2024-09-28,Older
Morning Consult,1.9,Kamala Harris,DEM,50,11003,Voters,2024-09-25,2024-09-27,Older
Morning Consult,1.9,Donald Trump,REP,45,11003,Voters,2024-09-25,2024-09-27,Older
McCourtney Institute/YouGov,3,Kamala Harris,DEM,48,848,Voters,2024-09-23,2024-09-27,Older
McCourtney Institute/YouGov,3,Donald Trump,REP,45,848,Voters,2024-09-23,2024-09-27,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,47,2021,Voters,2024-09-25,2024-09-26,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,44,2021,Voters,2024-09-25,2024-09-26,Older
Morning Consult,1.9,Kamala Harris,DEM,50,11155,Voters,2024-09-24,2024-09-26,Older
Morning Consult,1.9,Donald Trump,REP,45,11155,Voters,2024-09-24,2024-09-26,Older
Echelon Insights,2.7,Kamala Harris,DEM,52,1005,Voters,2024-09-23,2024-09-25,Older
Echelon Insights,2.7,Donald Trump,REP,45,1005,Voters,2024-09-23,2024-09-25,Older
Echelon Insights,2.7,Kamala Harris,DEM,49,1005,Voters,2024-09-23,2024-09-25,Older
Echelon Insights,2.7,Donald Trump,REP,44,1005,Voters,2024-09-23,2024-09-25,Older
Big Village,1.2,Kamala Harris,DEM,45.6,2021,Adults,2024-09-23,2024-09-25,Older
Big Village,1.2,Donald Trump,REP,41.1,2021,Adults,2024-09-23,2024-09-25,Older
Big Village,1.2,Kamala Harris,DEM,48.6,1663,Voters,2024-09-23,2024-09-25,Older
Big Village,1.2,Donald Trump,REP,43.9,1663,Voters,2024-09-23,2024-09-25,Older
Big Village,1.2,Kamala Harris,DEM,49.5,1524,Voters,2024-09-23,2024-09-25,Older
Big Village,1.2,Donald Trump,REP,45.7,1524,Voters,2024-09-23,2024-09-25,Older
RMG Research,2.3,Kamala Harris,DEM,50,2952,Voters,2024-09-23,2024-09-25,Older
RMG Research,2.3,Donald Trump,REP,48,2952,Voters,2024-09-23,2024-09-25,Older
Morning Consult,1.9,Kamala Harris,DEM,51,10966,Voters,2024-09-23,2024-09-25,Older
Morning Consult,1.9,Donald Trump,REP,45,10966,Voters,2024-09-23,2024-09-25,Older
Morning Consult,1.9,Kamala Harris,DEM,51,11167,Voters,2024-09-22,2024-09-24,Older
Morning Consult,1.9,Donald Trump,REP,45,11167,Voters,2024-09-22,2024-09-24,Older
YouGov,3,Kamala Harris,DEM,47,1424,Voters,2024-09-21,2024-09-24,Older
YouGov,3,Donald Trump,REP,44,1424,Voters,2024-09-21,2024-09-24,Older
YouGov,3,Kamala Harris,DEM,49,1220,Voters,2024-09-21,2024-09-24,Older
YouGov,3,Donald Trump,REP,46,1220,Voters,2024-09-21,2024-09-24,Older
Clarity,1.6,Kamala Harris,DEM,51,1000,Voters,2024-09-19,2024-09-24,Older
Clarity,1.6,Donald Trump,REP,44,1000,Voters,2024-09-19,2024-09-24,Older
Clarity,1.6,Kamala Harris,DEM,58,1000,Voters,2024-09-19,2024-09-24,Older
Morning Consult,1.9,Kamala Harris,DEM,51,11157,Voters,2024-09-21,2024-09-23,Older
Morning Consult,1.9,Donald Trump,REP,45,11157,Voters,2024-09-21,2024-09-23,Older
HarrisX,1.5,Kamala Harris,DEM,52,1011,Voters,2024-09-20,2024-09-23,Older
HarrisX,1.5,Donald Trump,REP,48,1011,Voters,2024-09-20,2024-09-23,Older
HarrisX,1.5,Kamala Harris,DEM,50,1011,Voters,2024-09-20,2024-09-23,Older
HarrisX,1.5,Donald Trump,REP,46,1011,Voters,2024-09-20,2024-09-23,Older
Morning Consult,1.9,Kamala Harris,DEM,50,11057,Voters,2024-09-20,2024-09-22,Older
Morning Consult,1.9,Donald Trump,REP,45,11057,Voters,2024-09-20,2024-09-22,Older
Ipsos,2.8,Kamala Harris,DEM,46.61,871,Voters,2024-09-20,2024-09-22,Older
Ipsos,2.8,Donald Trump,REP,40.48,871,Voters,2024-09-20,2024-09-22,Older
Ipsos,2.8,Kamala Harris,DEM,50,785,Voters,2024-09-20,2024-09-22,Older
Ipsos,2.8,Donald Trump,REP,44,785,Voters,2024-09-20,2024-09-22,Older
Ipsos,2.8,Kamala Harris,DEM,42,1029,Adults,2024-09-20,2024-09-22,Older
Ipsos,2.8,Donald Trump,REP,38,1029,Adults,2024-09-20,2024-09-22,Older
CNN/SSRS,2.8,Kamala Harris,DEM,48,2074,Voters,2024-09-19,2024-09-22,Older
CNN/SSRS,2.8,Donald Trump,REP,47,2074,Voters,2024-09-19,2024-09-22,Older
CNN/SSRS,2.8,Kamala Harris,DEM,47,2074,Voters,2024-09-19,2024-09-22,Older
CNN/SSRS,2.8,Donald Trump,REP,47,2074,Voters,2024-09-19,2024-09-22,Older
Quinnipiac,2.8,Kamala Harris,DEM,47,1728,Voters,2024-09-19,2024-09-22,Older
Quinnipiac,2.8,Donald Trump,REP,48,1728,Voters,2024-09-19,2024-09-22,Older
Quinnipiac,2.8,Kamala Harris,DEM,48,1728,Voters,2024-09-19,2024-09-22,Older
Quinnipiac,2.8,Donald Trump,REP,48,1728,Voters,2024-09-19,2024-09-22,Older
Morning Consult,1.9,Kamala Harris,DEM,50,10840,Voters,2024-09-19,2024-09-21,Older
Morning Consult,1.9,Donald Trump,REP,45,10840,Voters,2024-09-19,2024-09-21,Older
YouGov,3,Kamala Harris,DEM,52,3129,Voters,2024-09-18,2024-09-20,Older
YouGov,3,Donald Trump,REP,48,3129,Voters,2024-09-18,2024-09-20,Older
Morning Consult,1.9,Kamala Harris,DEM,49,10539,Voters,2024-09-18,2024-09-20,Older
Morning Consult,1.9,Donald Trump,REP,46,10539,Voters,2024-09-18,2024-09-20,Older
Morning Consult,1.9,Kamala Harris,DEM,50,10528,Voters,2024-09-17,2024-09-19,Older
Morning Consult,1.9,Donald Trump,REP,46,10528,Voters,2024-09-17,2024-09-19,Older
Change Research,1.4,Kamala Harris,DEM,48,1600,Voters,2024-09-17,2024-09-19,Older
Change Research,1.4,Donald Trump,REP,47,1600,Voters,2024-09-17,2024-09-19,Older
RMG Research,2.3,Kamala Harris,DEM,50,2969,Voters,2024-09-16,2024-09-19,Older
RMG Research,2.3,Donald Trump,REP,48,2969,Voters,2024-09-16,2024-09-19,Older
Morning Consult,1.9,Kamala Harris,DEM,50,10578,Voters,2024-09-16,2024-09-18,Older
Morning Consult,1.9,Donald Trump,REP,46,10578,Voters,2024-09-16,2024-09-18,Older
YouGov,3,Kamala Harris,DEM,49,1445,Voters,2024-09-15,2024-09-17,Older
YouGov,3,Donald Trump,REP,45,1445,Voters,2024-09-15,2024-09-17,Older
Morning Consult,1.9,Kamala Harris,DEM,50,10968,Voters,2024-09-15,2024-09-17,Older
Morning Consult,1.9,Donald Trump,REP,45,10968,Voters,2024-09-15,2024-09-17,Older
Hart/POS,2.6,Kamala Harris,DEM,49,1000,Voters,2024-09-13,2024-09-17,Older
Hart/POS,2.6,Donald Trump,REP,44,1000,Voters,2024-09-13,2024-09-17,Older
Hart/POS,2.6,Kamala Harris,DEM,47,1000,Voters,2024-09-13,2024-09-17,Older
Hart/POS,2.6,Donald Trump,REP,41,1000,Voters,2024-09-13,2024-09-17,Older
Data for Progress,2.6,Kamala Harris,DEM,50,6152,Voters,2024-09-12,2024-09-17,Older
Data for Progress,2.6,Donald Trump,REP,45,6152,Voters,2024-09-12,2024-09-17,Older
HarrisX,1.5,Kamala Harris,DEM,51,1505,Voters,2024-09-14,2024-09-16,Older
HarrisX,1.5,Donald Trump,REP,49,1505,Voters,2024-09-14,2024-09-16,Older
HarrisX,1.5,Kamala Harris,DEM,50,1505,Voters,2024-09-14,2024-09-16,Older
HarrisX,1.5,Donald Trump,REP,45,1505,Voters,2024-09-14,2024-09-16,Older
HarrisX,1.5,Kamala Harris,DEM,51,1306,Voters,2024-09-14,2024-09-16,Older
HarrisX,1.5,Donald Trump,REP,49,1306,Voters,2024-09-14,2024-09-16,Older
HarrisX,1.5,Kamala Harris,DEM,51,1247,Voters,2024-09-14,2024-09-16,Older
HarrisX,1.5,Donald Trump,REP,49,1247,Voters,2024-09-14,2024-09-16,Older
HarrisX,1.5,Kamala Harris,DEM,50,1306,Voters,2024-09-14,2024-09-16,Older
HarrisX,1.5,Donald Trump,REP,46,1306,Voters,2024-09-14,2024-09-16,Older
HarrisX,1.5,Kamala Harris,DEM,50,1247,Voters,2024-09-14,2024-09-16,Older
HarrisX,1.5,Donald Trump,REP,46,1247,Voters,2024-09-14,2024-09-16,Older
Morning Consult,1.9,Kamala Harris,DEM,50,11092,Voters,2024-09-14,2024-09-16,Older
Morning Consult,1.9,Donald Trump,REP,45,11092,Voters,2024-09-14,2024-09-16,Older
Angus Reid,2,Kamala Harris,DEM,49,1707,Voters,2024-09-13,2024-09-16,Older
Angus Reid,2,Donald Trump,REP,45,1707,Voters,2024-09-13,2024-09-16,Older
Beacon/Shaw,2.8,Kamala Harris,DEM,50,1102,Voters,2024-09-13,2024-09-16,Older
Beacon/Shaw,2.8,Donald Trump,REP,48,1102,Voters,2024-09-13,2024-09-16,Older
Beacon/Shaw,2.8,Kamala Harris,DEM,50,876,Voters,2024-09-13,2024-09-16,Older
Beacon/Shaw,2.8,Donald Trump,REP,48,876,Voters,2024-09-13,2024-09-16,Older
J.L. Partners,1.6,Kamala Harris,DEM,43,1000,Voters,2024-09-11,2024-09-16,Older
J.L. Partners,1.6,Donald Trump,REP,42,1000,Voters,2024-09-11,2024-09-16,Older
J.L. Partners,1.6,Kamala Harris,DEM,47,1000,Voters,2024-09-11,2024-09-16,Older
J.L. Partners,1.6,Donald Trump,REP,45,1000,Voters,2024-09-11,2024-09-16,Older
Siena/NYT,3,Kamala Harris,DEM,47,2437,Voters,2024-09-11,2024-09-16,Older
Siena/NYT,3,Donald Trump,REP,47,2437,Voters,2024-09-11,2024-09-16,Older
Siena/NYT,3,Kamala Harris,DEM,46,2437,Voters,2024-09-11,2024-09-16,Older
Siena/NYT,3,Donald Trump,REP,47,2437,Voters,2024-09-11,2024-09-16,Older
Siena/NYT,3,Kamala Harris,DEM,45,2437,Voters,2024-09-11,2024-09-16,Older
Siena/NYT,3,Donald Trump,REP,46,2437,Voters,2024-09-11,2024-09-16,Older
Siena/NYT,3,Kamala Harris,DEM,46,2437,Voters,2024-09-11,2024-09-16,Older
Siena/NYT,3,Donald Trump,REP,46,2437,Voters,2024-09-11,2024-09-16,Older
Morning Consult,1.9,Kamala Harris,DEM,51,11022,Voters,2024-09-13,2024-09-15,Older
Morning Consult,1.9,Donald Trump,REP,45,11022,Voters,2024-09-13,2024-09-15,Older
Big Village,1.2,Kamala Harris,DEM,44.9,2027,Adults,2024-09-11,2024-09-15,Older
Big Village,1.2,Donald Trump,REP,39.4,2027,Adults,2024-09-11,2024-09-15,Older
Big Village,1.2,Kamala Harris,DEM,47.7,1724,Voters,2024-09-11,2024-09-15,Older
Big Village,1.2,Donald Trump,REP,42.5,1724,Voters,2024-09-11,2024-09-15,Older
Big Village,1.2,Kamala Harris,DEM,50.5,1568,Voters,2024-09-11,2024-09-15,Older
Big Village,1.2,Donald Trump,REP,43.4,1568,Voters,2024-09-11,2024-09-15,Older
Monmouth,2.9,Kamala Harris,DEM,48,803,Voters,2024-09-11,2024-09-15,Older
Monmouth,2.9,Donald Trump,REP,44,803,Voters,2024-09-11,2024-09-15,Older
Morning Consult,1.9,Kamala Harris,DEM,50,10868,Voters,2024-09-12,2024-09-14,Older
Morning Consult,1.9,Donald Trump,REP,45,10868,Voters,2024-09-12,2024-09-14,Older
Data for Progress,2.6,Kamala Harris,DEM,50,1283,Voters,2024-09-12,2024-09-13,Older
Data for Progress,2.6,Donald Trump,REP,46,1283,Voters,2024-09-12,2024-09-13,Older
