pollster,numeric_grade,candidate_name,party,pct,sample_size,population,methodology,recent_poll
Leger,2,Donald Trump,REP,44,1174,Voters,Online Panel,Older
Morning Consult,1.9,Kamala Harris,DEM,50,9889,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,46,9889,Voters,Online Panel,Older
Morning Consult,1.9,Kamala Harris,DEM,50,3204,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,46,3204,Voters,Online Panel,Older
YouGov,3,Kamala Harris,DEM,45,1464,Voters,Online Panel,Older
YouGov,3,Donald Trump,REP,45,1464,Voters,Online Panel,Older
YouGov,3,Jill Stein,GRE,1,1464,Voters,Online Panel,Older
YouGov,3,Cornel West,IND,1,1464,Voters,Online Panel,Older
Morning Consult,1.9,Kamala Harris,DEM,50,10482,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,46,10482,Voters,Online Panel,Older
Morning Consult,1.9,Kamala Harris,DEM,49,10884,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,46,10884,Voters,Online Panel,Older
Big Village,1.2,Kamala Harris,DEM,43.9,2028,Adults,Online Panel,Older
Big Village,1.2,Donald Trump,REP,40.5,2028,Adults,Online Panel,Older
Big Village,1.2,Kamala Harris,DEM,47.5,1722,Voters,Online Panel,Older
Big Village,1.2,Donald Trump,REP,43.2,1722,Voters,Online Panel,Older
Big Village,1.2,Kamala Harris,DEM,49.3,1546,Voters,Online Panel,Older
Big Village,1.2,Donald Trump,REP,44.7,1546,Voters,Online Panel,Older
Morning Consult,1.9,Kamala Harris,DEM,49,10607,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,46,10607,Voters,Online Panel,Older
Morning Consult,1.9,Kamala Harris,DEM,49,10145,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,46,10145,Voters,Online Panel,Older
Morning Consult,1.9,Kamala Harris,DEM,49,10014,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,46,10014,Voters,Online Panel,Older
Siena/NYT,3,Kamala Harris,DEM,47,1695,Voters,Live Phone,Older
Siena/NYT,3,Donald Trump,REP,48,1695,Voters,Live Phone,Older
Siena/NYT,3,Kamala Harris,DEM,45,1695,Voters,Live Phone,Older
Siena/NYT,3,Donald Trump,REP,47,1695,Voters,Live Phone,Older
Siena/NYT,3,Jill Stein,GRE,1,1695,Voters,Live Phone,Older
Siena/NYT,3,Chase Oliver,LIB,2,1695,Voters,Live Phone,Older
Siena/NYT,3,Kamala Harris,DEM,46,1695,Voters,Live Phone,Older
Siena/NYT,3,Donald Trump,REP,48,1695,Voters,Live Phone,Older
Siena/NYT,3,Kamala Harris,DEM,44,1695,Voters,Live Phone,Older
Siena/NYT,3,Donald Trump,REP,46,1695,Voters,Live Phone,Older
Siena/NYT,3,Jill Stein,GRE,2,1695,Voters,Live Phone,Older
Siena/NYT,3,Chase Oliver,LIB,2,1695,Voters,Live Phone,Older
HarrisX/Harris Poll,1.5,Kamala Harris,DEM,50,2358,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Donald Trump,REP,50,2358,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Kamala Harris,DEM,49,2358,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Donald Trump,REP,49,2358,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Cornel West,IND,1,2358,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Jill Stein,GRE,1,2358,Voters,Online Panel,Older
RMG Research,2.3,Kamala Harris,DEM,50,2701,Voters,NA,Older
RMG Research,2.3,Donald Trump,REP,48,2701,Voters,NA,Older
Marist,2.9,Kamala Harris,DEM,49,1413,Voters,Live Phone/Online Panel/Text,Older
Marist,2.9,Donald Trump,REP,48,1413,Voters,Live Phone/Online Panel/Text,Older
Morning Consult,1.9,Kamala Harris,DEM,49,10862,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,46,10862,Voters,Online Panel,Older
Cygnal,2.1,Kamala Harris,DEM,46.2,1510,Voters,NA,Older
Cygnal,2.1,Donald Trump,REP,44.2,1510,Voters,NA,Older
Cygnal,2.1,Robert F. Kennedy,IND,3,1510,Voters,NA,Older
Cygnal,2.1,Jill Stein,GRE,1.1,1510,Voters,NA,Older
Cygnal,2.1,Cornel West,IND,0.9,1510,Voters,NA,Older
Cygnal,2.1,Chase Oliver,LIB,0.7,1510,Voters,NA,Older
Cygnal,2.1,Kamala Harris,DEM,49,1510,Voters,NA,Older
Cygnal,2.1,Donald Trump,REP,46.9,1510,Voters,NA,Older
Emerson,2.9,Kamala Harris,DEM,51.3,1000,Voters,IVR/Online Panel/Text-to-Web,Older
Emerson,2.9,Donald Trump,REP,47.6,1000,Voters,IVR/Online Panel/Text-to-Web,Older
Morning Consult,1.9,Kamala Harris,DEM,49,11414,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,46,11414,Voters,Online Panel,Older
SurveyMonkey,2,Kamala Harris,DEM,44,18123,Voters,Online Panel,Older
SurveyMonkey,2,Donald Trump,REP,41,18123,Voters,Online Panel,Older
SurveyMonkey,2,Kamala Harris,DEM,39,20762,Adults,Online Panel,Older
SurveyMonkey,2,Donald Trump,REP,37,20762,Adults,Online Panel,Older
Kaiser Family Foundation,2.5,Kamala Harris,DEM,48,1084,Voters,Live Phone/Probability Panel,Older
Kaiser Family Foundation,2.5,Donald Trump,REP,47,1084,Voters,Live Phone/Probability Panel,Older
YouGov,3,Kamala Harris,DEM,47,1389,Voters,Online Panel,Older
YouGov,3,Donald Trump,REP,45,1389,Voters,Online Panel,Older
YouGov,3,Jill Stein,GRE,1,1389,Voters,Online Panel,Older
YouGov,3,Cornel West,IND,0,1389,Voters,Online Panel,Older
Patriot Polling,1.1,Kamala Harris,DEM,48.8,1003,Voters,IVR,Older
Patriot Polling,1.1,Donald Trump,REP,47.3,1003,Voters,IVR,Older
Morning Consult,1.9,Kamala Harris,DEM,48,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,45,4000,Voters,Online Panel,Older
Morning Consult,1.9,Kamala Harris,DEM,50,11928,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,46,11928,Voters,Online Panel,Older
Big Data Poll,1.1,Kamala Harris,DEM,49.9,3047,Voters,Online Panel/Text-to-Web,Older
Big Data Poll,1.1,Donald Trump,REP,50.1,3047,Voters,Online Panel/Text-to-Web,Older
Big Data Poll,1.1,Kamala Harris,DEM,48.3,3047,Voters,Online Panel/Text-to-Web,Older
Big Data Poll,1.1,Donald Trump,REP,47.2,3047,Voters,Online Panel/Text-to-Web,Older
Big Data Poll,1.1,Kamala Harris,DEM,46.7,3047,Voters,Online Panel/Text-to-Web,Older
Big Data Poll,1.1,Donald Trump,REP,46.9,3047,Voters,Online Panel/Text-to-Web,Older
Big Data Poll,1.1,Chase Oliver,LIB,1.3,3047,Voters,Online Panel/Text-to-Web,Older
Big Data Poll,1.1,Jill Stein,GRE,0.8,3047,Voters,Online Panel/Text-to-Web,Older
Big Data Poll,1.1,Cornel West,IND,1.2,3047,Voters,Online Panel/Text-to-Web,Older
Morning Consult,1.9,Kamala Harris,DEM,48,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,45,4000,Voters,Online Panel,Older
Morning Consult,1.9,Kamala Harris,DEM,50,12084,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,45,12084,Voters,Online Panel,Older
Pew,2.5,Kamala Harris,DEM,49,8044,Voters,Probability Panel,Older
Pew,2.5,Donald Trump,REP,49,8044,Voters,Probability Panel,Older
Morning Consult,1.9,Kamala Harris,DEM,48,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,45,4000,Voters,Online Panel,Older
Morning Consult,1.9,Kamala Harris,DEM,50,11919,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,45,11919,Voters,Online Panel,Older
McLaughlin,0.5,Kamala Harris,DEM,46.8,2000,Voters,Online Panel,Older
McLaughlin,0.5,Donald Trump,REP,47.4,2000,Voters,Online Panel,Older
McLaughlin,0.5,Kamala Harris,DEM,47.3,1778,Voters,Online Panel,Older
McLaughlin,0.5,Donald Trump,REP,48.8,1778,Voters,Online Panel,Older
McLaughlin,0.5,Kamala Harris,DEM,45.4,2000,Voters,Online Panel,Older
McLaughlin,0.5,Donald Trump,REP,44.1,2000,Voters,Online Panel,Older
McLaughlin,0.5,Cornel West,IND,1.1,2000,Voters,Online Panel,Older
McLaughlin,0.5,Jill Stein,GRE,0.9,2000,Voters,Online Panel,Older
McLaughlin,0.5,Chase Oliver,LIB,0.9,2000,Voters,Online Panel,Older
McLaughlin,0.5,Kamala Harris,DEM,46.6,1778,Voters,Online Panel,Older
McLaughlin,0.5,Donald Trump,REP,46.2,1778,Voters,Online Panel,Older
McLaughlin,0.5,Cornel West,IND,1,1778,Voters,Online Panel,Older
McLaughlin,0.5,Jill Stein,GRE,0.8,1778,Voters,Online Panel,Older
McLaughlin,0.5,Chase Oliver,LIB,0.9,1778,Voters,Online Panel,Older
Morning Consult,1.9,Kamala Harris,DEM,48,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,45,4000,Voters,Online Panel,Older
Morning Consult,1.9,Kamala Harris,DEM,50,11495,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,46,11495,Voters,Online Panel,Older
TIPP,1.8,Kamala Harris,DEM,48,1386,Voters,Online Panel,Older
TIPP,1.8,Donald Trump,REP,45,1386,Voters,Online Panel,Older
TIPP,1.8,Kamala Harris,DEM,47,1386,Voters,Online Panel,Older
TIPP,1.8,Donald Trump,REP,43,1386,Voters,Online Panel,Older
TIPP,1.8,Robert F. Kennedy,IND,4,1386,Voters,Online Panel,Older
TIPP,1.8,Jill Stein,GRE,1,1386,Voters,Online Panel,Older
TIPP,1.8,Cornel West,IND,0,1386,Voters,Online Panel,Older
Morning Consult,1.9,Kamala Harris,DEM,48,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,45,4000,Voters,Online Panel,Older
Morning Consult,1.9,Kamala Harris,DEM,49,11214,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,46,11214,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,44,2078,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,42,2078,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Chase Oliver,LIB,1,2078,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Jill Stein,GRE,1,2078,Voters,Online Panel,Older
Morning Consult,1.9,Kamala Harris,DEM,48,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,45,4000,Voters,Online Panel,Older
Morning Consult,1.9,Kamala Harris,DEM,49,10875,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,46,10875,Voters,Online Panel,Older
RMG Research,2.3,Kamala Harris,DEM,51,2441,Voters,Online Panel,Older
RMG Research,2.3,Donald Trump,REP,48,2441,Voters,Online Panel,Older
Morning Consult,1.9,Kamala Harris,DEM,48,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,45,4000,Voters,Online Panel,Older
Morning Consult,1.9,Kamala Harris,DEM,49,10673,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,46,10673,Voters,Online Panel,Older
Suffolk,2.9,Kamala Harris,DEM,47.6,1000,Voters,Live Phone,Older
Suffolk,2.9,Donald Trump,REP,43.3,1000,Voters,Live Phone,Older
Suffolk,2.9,Cornel West,IND,1.5,1000,Voters,Live Phone,Older
Suffolk,2.9,Jill Stein,GRE,1.2,1000,Voters,Live Phone,Older
Suffolk,2.9,Chase Oliver,LIB,0.7,1000,Voters,Live Phone,Older
Big Village,1.2,Kamala Harris,DEM,42.2,2020,Adults,Online Panel,Older
Big Village,1.2,Donald Trump,REP,37,2020,Adults,Online Panel,Older
Big Village,1.2,Robert F. Kennedy,IND,5,2020,Adults,Online Panel,Older
Big Village,1.2,Cornel West,IND,1,2020,Adults,Online Panel,Older
Big Village,1.2,Jill Stein,GRE,0.7,2020,Adults,Online Panel,Older
Big Village,1.2,Kamala Harris,DEM,45.3,1681,Voters,Online Panel,Older
Big Village,1.2,Donald Trump,REP,40.4,1681,Voters,Online Panel,Older
Big Village,1.2,Robert F. Kennedy,IND,4.8,1681,Voters,Online Panel,Older
Big Village,1.2,Cornel West,IND,0.8,1681,Voters,Online Panel,Older
Big Village,1.2,Jill Stein,GRE,0.7,1681,Voters,Online Panel,Older
Big Village,1.2,Kamala Harris,DEM,47.9,1511,Voters,Online Panel,Older
Big Village,1.2,Donald Trump,REP,41.3,1511,Voters,Online Panel,Older
Big Village,1.2,Robert F. Kennedy,IND,4.5,1511,Voters,Online Panel,Older
Big Village,1.2,Cornel West,IND,0.7,1511,Voters,Online Panel,Older
Big Village,1.2,Jill Stein,GRE,0.7,1511,Voters,Online Panel,Older
Big Village,1.2,Kamala Harris,DEM,45.1,2020,Adults,Online Panel,Older
Big Village,1.2,Donald Trump,REP,39.4,2020,Adults,Online Panel,Older
Big Village,1.2,Kamala Harris,DEM,48.4,1681,Voters,Online Panel,Older
Big Village,1.2,Donald Trump,REP,42.4,1681,Voters,Online Panel,Older
Big Village,1.2,Kamala Harris,DEM,50.4,1511,Voters,Online Panel,Older
Big Village,1.2,Donald Trump,REP,43.2,1511,Voters,Online Panel,Older
Clarity,1.6,Kamala Harris,DEM,51,1238,Voters,Online Panel,Older
Clarity,1.6,Donald Trump,REP,45,1238,Voters,Online Panel,Older
Clarity,1.6,Kamala Harris,DEM,57,1238,Voters,Online Panel,Older
Clarity,1.6,JD Vance,REP,39,1238,Voters,Online Panel,Older
Ipsos,2.8,Kamala Harris,DEM,44,3562,Voters,Probability Panel,Older
Ipsos,2.8,Donald Trump,REP,40,3562,Voters,Probability Panel,Older
Ipsos,2.8,Robert F. Kennedy,IND,6,3562,Voters,Probability Panel,Older
Ipsos,2.8,Chase Oliver,LIB,1,3562,Voters,Probability Panel,Older
Ipsos,2.8,Jill Stein,GRE,1,3562,Voters,Probability Panel,Older
Ipsos,2.8,Cornel West,IND,0,3562,Voters,Probability Panel,Older
Ipsos,2.8,Kamala Harris,DEM,41,4253,Adults,Probability Panel,Older
Ipsos,2.8,Donald Trump,REP,38,4253,Adults,Probability Panel,Older
Ipsos,2.8,Kamala Harris,DEM,45,3562,Voters,Probability Panel,Older
Ipsos,2.8,Donald Trump,REP,41,3562,Voters,Probability Panel,Older
Ipsos,2.8,Kamala Harris,DEM,40,4253,Adults,Probability Panel,Older
Ipsos,2.8,Donald Trump,REP,36,4253,Adults,Probability Panel,Older
Ipsos,2.8,Chase Oliver,LIB,1,4253,Adults,Probability Panel,Older
Ipsos,2.8,Jill Stein,GRE,1,4253,Adults,Probability Panel,Older
Ipsos,2.8,Robert F. Kennedy,IND,6,4253,Adults,Probability Panel,Older
Ipsos,2.8,Cornel West,IND,1,4253,Adults,Probability Panel,Older
YouGov,3,Kamala Harris,DEM,47,1368,Voters,Online Panel,Older
YouGov,3,Donald Trump,REP,45,1368,Voters,Online Panel,Older
YouGov,3,Jill Stein,GRE,1,1368,Voters,Online Panel,Older
YouGov,3,Cornel West,IND,0,1368,Voters,Online Panel,Older
Morning Consult,1.9,Kamala Harris,DEM,48,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,Online Panel,Older
Morning Consult,1.9,Kamala Harris,DEM,49,7148,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,45,7148,Voters,Online Panel,Older
Quinnipiac,2.8,Kamala Harris,DEM,49,1611,Voters,Live Phone,Older
Quinnipiac,2.8,Donald Trump,REP,47,1611,Voters,Live Phone,Older
Quinnipiac,2.8,Jill Stein,GRE,1,1611,Voters,Live Phone,Older
Quinnipiac,2.8,Chase Oliver,LIB,1,1611,Voters,Live Phone,Older
Quinnipiac,2.8,Kamala Harris,DEM,49,1611,Voters,Live Phone,Older
Quinnipiac,2.8,Donald Trump,REP,48,1611,Voters,Live Phone,Older
Ipsos,2.8,Kamala Harris,DEM,50,2496,Adults,Probability Panel,Older
Ipsos,2.8,Donald Trump,REP,46,2496,Adults,Probability Panel,Older
Ipsos,2.8,Kamala Harris,DEM,49,2496,Adults,Probability Panel,Older
Ipsos,2.8,Donald Trump,REP,45,2496,Adults,Probability Panel,Older
Ipsos,2.8,Cornel West,IND,2,2496,Adults,Probability Panel,Older
Ipsos,2.8,Jill Stein,GRE,1,2496,Adults,Probability Panel,Older
Ipsos,2.8,Chase Oliver,LIB,1,2496,Adults,Probability Panel,Older
Morning Consult,1.9,Kamala Harris,DEM,48,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,Online Panel,Older
Morning Consult,1.9,Kamala Harris,DEM,50,7119,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,45,7119,Voters,Online Panel,Older
YouGov,3,Kamala Harris,DEM,46,1194,Voters,Online Panel,Older
YouGov,3,Donald Trump,REP,45,1194,Voters,Online Panel,Older
YouGov,3,Cornel West,IND,1,1194,Voters,Online Panel,Older
YouGov,3,Jill Stein,GRE,1,1194,Voters,Online Panel,Older
YouGov,3,Chase Oliver,LIB,1,1194,Voters,Online Panel,Older
YouGov,3,Kamala Harris,DEM,47,1197,Voters,Online Panel,Older
YouGov,3,Donald Trump,REP,46,1197,Voters,Online Panel,Older
YouGov,3,Kamala Harris,DEM,39,1788,Adults,Online Panel,Older
YouGov,3,Donald Trump,REP,36,1788,Adults,Online Panel,Older
YouGov,3,Robert F. Kennedy,IND,7,1788,Adults,Online Panel,Older
YouGov,3,Cornel West,IND,1,1788,Adults,Online Panel,Older
YouGov,3,Jill Stein,GRE,1,1788,Adults,Online Panel,Older
YouGov,3,Chase Oliver,LIB,1,1788,Adults,Online Panel,Older
YouGov,3,Kamala Harris,DEM,44,1200,Voters,Online Panel,Older
YouGov,3,Donald Trump,REP,42,1200,Voters,Online Panel,Older
YouGov,3,Robert F. Kennedy,IND,6,1200,Voters,Online Panel,Older
YouGov,3,Cornel West,IND,0,1200,Voters,Online Panel,Older
YouGov,3,Jill Stein,GRE,1,1200,Voters,Online Panel,Older
YouGov,3,Chase Oliver,LIB,1,1200,Voters,Online Panel,Older
Change Research,1.4,Kamala Harris,DEM,48,2626,Voters,Text-to-Web/Online Ad,Older
Change Research,1.4,Donald Trump,REP,43,2626,Voters,Text-to-Web/Online Ad,Older
Echelon Insights,2.7,Kamala Harris,DEM,48,1031,Voters,Online Panel,Older
Echelon Insights,2.7,Donald Trump,REP,49,1031,Voters,Online Panel,Older
Echelon Insights,2.7,Kamala Harris,DEM,47,1031,Voters,Online Panel,Older
Echelon Insights,2.7,Donald Trump,REP,45,1031,Voters,Online Panel,Older
Echelon Insights,2.7,Robert F. Kennedy,IND,4,1031,Voters,Online Panel,Older
Echelon Insights,2.7,Jill Stein,GRE,1,1031,Voters,Online Panel,Older
Echelon Insights,2.7,Chase Oliver,LIB,1,1031,Voters,Online Panel,Older
Echelon Insights,2.7,Cornel West,IND,0,1031,Voters,Online Panel,Older
Echelon Insights,2.7,Kamala Harris,DEM,48,1031,Voters,Online Panel,Older
Echelon Insights,2.7,Donald Trump,REP,48,1031,Voters,Online Panel,Older
Echelon Insights,2.7,Jill Stein,GRE,1,1031,Voters,Online Panel,Older
Echelon Insights,2.7,Cornel West,IND,1,1031,Voters,Online Panel,Older
Echelon Insights,2.7,Chase Oliver,LIB,1,1031,Voters,Online Panel,Older
Echelon Insights,2.7,Joe Biden,DEM,46,1031,Voters,Online Panel,Older
Echelon Insights,2.7,Donald Trump,REP,50,1031,Voters,Online Panel,Older
Morning Consult,1.9,Kamala Harris,DEM,48,7818,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,44,7818,Voters,Online Panel,Older
Morning Consult,1.9,Kamala Harris,DEM,50,6905,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,45,6905,Voters,Online Panel,Older
Leger,2,Kamala Harris,DEM,50,908,Adults,Online Panel,Older
Leger,2,Donald Trump,REP,46,908,Adults,Online Panel,Older
Leger,2,Kamala Harris,DEM,50,863,Voters,Online Panel,Older
Leger,2,Donald Trump,REP,46,863,Voters,Online Panel,Older
Kaplan Strategies,2,Kamala Harris,DEM,50,1257,Voters,NA,Older
Kaplan Strategies,2,Donald Trump,REP,46,1257,Voters,NA,Older
Kaplan Strategies,2,Kamala Harris,DEM,52,1190,Voters,NA,Older
Kaplan Strategies,2,Donald Trump,REP,45,1190,Voters,NA,Older
Morning Consult,1.9,Kamala Harris,DEM,48,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,Online Panel,Older
Morning Consult,1.9,Kamala Harris,DEM,50,9963,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,45,9963,Voters,Online Panel,Older
Morning Consult,1.9,Kamala Harris,DEM,48,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,Online Panel,Older
Morning Consult,1.9,Kamala Harris,DEM,50,9845,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,45,9845,Voters,Online Panel,Older
Angus Reid,2,Kamala Harris,DEM,45,1758,Voters,Online Panel,Older
Angus Reid,2,Donald Trump,REP,40,1758,Voters,Online Panel,Older
Angus Reid,2,Robert F. Kennedy,IND,5,1758,Voters,Online Panel,Older
Angus Reid,2,Kamala Harris,DEM,47,1758,Voters,Online Panel,Older
Angus Reid,2,Donald Trump,REP,42,1758,Voters,Online Panel,Older
Morning Consult,1.9,Kamala Harris,DEM,48,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,Online Panel,Older
Morning Consult,1.9,Kamala Harris,DEM,50,9801,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,45,9801,Voters,Online Panel,Older
RMG Research,2.3,Kamala Harris,DEM,49,2404,Voters,Online Panel,Older
RMG Research,2.3,Donald Trump,REP,49,2404,Voters,Online Panel,Older
RMG Research,2.3,Kamala Harris,DEM,48,2404,Voters,Online Panel,Older
RMG Research,2.3,Donald Trump,REP,46,2404,Voters,Online Panel,Older
RMG Research,2.3,Robert F. Kennedy,IND,3,2404,Voters,Online Panel,Older
YouGov,3,Kamala Harris,DEM,44,1835,Adults,Online Panel,Older
YouGov,3,Donald Trump,REP,40,1835,Adults,Online Panel,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,47,1275,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,44,1275,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Robert F. Kennedy,IND,3,1275,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Chase Oliver,LIB,0,1275,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Jill Stein,GRE,0,1275,Voters,Online Panel,Older
Morning Consult,1.9,Kamala Harris,DEM,48,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,45,4000,Voters,Online Panel,Older
Morning Consult,1.9,Kamala Harris,DEM,49,9928,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,46,9928,Voters,Online Panel,Older
Morning Consult,1.9,Kamala Harris,DEM,47,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,45,4000,Voters,Online Panel,Older
Morning Consult,1.9,Kamala Harris,DEM,49,10142,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,46,10142,Voters,Online Panel,Older
YouGov,3,Kamala Harris,DEM,46,1371,Voters,Online Panel,Older
YouGov,3,Donald Trump,REP,43,1371,Voters,Online Panel,Older
YouGov,3,Robert F. Kennedy,IND,3,1371,Voters,Online Panel,Older
YouGov,3,Cornel West,IND,0,1371,Voters,Online Panel,Older
YouGov,3,Jill Stein,GRE,0,1371,Voters,Online Panel,Older
Fairleigh Dickinson,2.6,Kamala Harris,DEM,50,801,Voters,Live Phone/Text-to-Web,Older
Fairleigh Dickinson,2.6,Donald Trump,REP,43,801,Voters,Live Phone/Text-to-Web,Older
Morning Consult,1.9,Kamala Harris,DEM,47,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,Online Panel,Older
Morning Consult,1.9,Kamala Harris,DEM,49,10527,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,45,10527,Voters,Online Panel,Older
Morning Consult,1.9,Kamala Harris,DEM,48,11528,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,44,11528,Voters,Online Panel,Older
Morning Consult,1.9,Kamala Harris,DEM,49,10195,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,45,10195,Voters,Online Panel,Older
Big Village,1.2,Kamala Harris,DEM,40.8,2022,Adults,Online Panel,Older
Big Village,1.2,Donald Trump,REP,36.7,2022,Adults,Online Panel,Older
Big Village,1.2,Robert F. Kennedy,IND,6.4,2022,Adults,Online Panel,Older
Big Village,1.2,Cornel West,IND,1.2,2022,Adults,Online Panel,Older
Big Village,1.2,Jill Stein,GRE,0.9,2022,Adults,Online Panel,Older
Big Village,1.2,Kamala Harris,DEM,44,1698,Voters,Online Panel,Older
Big Village,1.2,Donald Trump,REP,39.7,1698,Voters,Online Panel,Older
Big Village,1.2,Robert F. Kennedy,IND,5.6,1698,Voters,Online Panel,Older
Big Village,1.2,Cornel West,IND,1.2,1698,Voters,Online Panel,Older
Big Village,1.2,Jill Stein,GRE,0.6,1698,Voters,Online Panel,Older
Big Village,1.2,Kamala Harris,DEM,46.2,1530,Voters,Online Panel,Older
Big Village,1.2,Donald Trump,REP,41.6,1530,Voters,Online Panel,Older
